SMILES,RDL_score,QED,STEP,TERMINATED
CCc1csc(C(=O)[C@@H](N)Cc2c(C(C)(N)/C=C/C=O)ccc3[nH]cc(Oc4nc5ccccc5c5ccccc45)c23)n1,0.24, 0.0731475472149525),17037,TRUE
CC1CCN(C(=O)C(=O)[C@H](C)N)C(N2C(=O)NCCC2N[C@@H](C)C(=O)C=O)C1,0.24, 0.3696714380314227),17044,TRUE
C[C@H](NC(=O)[C@H](CO)NCc1cc(Cl)cc(CCCC(=O)O)c1)C(=O)C(=O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O,0.24, 0.1100636014288837),17051,TRUE
C[C@@H](O)C(N)(c1ccc(Cl)cc1Cl)[C@H](C=O)CC1(c2ccc3cc[nH]c3c2)CCC(C[C@H](N)C(=O)C=O)C1,0.24, 0.20279552236874593),17058,TRUE
CCCc1cc(Cl)c(Cl)c(C[C@H](N)C(=O)C=O)c1Oc1nc2ccccc2c2ccc(-c3ccccc3O)cc12,0.24, 0.10790512724036853),17065,TRUE
C[C@@H](O)[C@@H](N)CC1OC(=O)C(C[C@H](Nc2ccc(C=O)o2)C(=O)C=O)(c2ccc(C(=O)CF)o2)[C@H]1C,0.24, 0.15454658783435757),17072,TRUE
CC(C)(C)Oc1cc(Cl)ccc1C(C)(N)/C=C/C(=O)OC(C)(Cc1nc(S)[nH]c(=O)c1C#N)C(N)=O,0.24, 0.17309671440472357),17079,TRUE
CNc1c(C(C)(N)/C=C/C(=O)N[C@H](C=O)CCC=O)c(Oc2nc3ccccc3c3ccccc23)cc2c1nc(C)n2C,0.24, 0.1152108786962832),17093,TRUE
CC(/C=C/C=O)N(C(=O)[C@@H](CC(C)(C)Oc1nc2ccccc2c2ccccc12)NCC[C@H](N)C=O)c1oc2cccc(O)c2c(=O)c1O,0.24, 0.07428256130161846),17100,TRUE
CN(C)C(=O)/C=C/C(N)(Cc1cc2c(cc1C=O)OCO2)c1ccc2c(ccn2C(=O)Cc2ccccc2N)c1,0.24, 0.19880734423097796),17114,TRUE
CC(N)(/C=C/C(=O)N[C@H](C(=O)Oc1nc2ccccc2c2ccccc12)[C@@H](O)Cc1cccc(Cl)c1Cl)C1CCC1,0.24, 0.12938058295628996),17121,TRUE
CN(C)C(=O)/C=C/C(N)(c1cncc(Br)c1)C(NS(=O)(=O)c1ccc(N)cc1)C1CC1,0.24, 0.3692880735286941),17135,TRUE
CC(/C=C/C=O)(NCCC(=O)O)[C@@H]1C[C@H]2CCCC[C@@H]2C(Oc2ccc(-c3cncs3)cc2-c2nc3ccccc3c3ccccc23)N1,0.24, 0.0753301585130013),17142,TRUE
CC(/C=C/C=O)(NC(C=O)[C@H]1C(c2cc(O)c3c(=O)ccoc3c2)N1C(=O)/C=C/c1ccc([N+](=O)[O-])cc1)Oc1ccccc1,0.24, 0.05960222122792584),17149,TRUE
C[C@H](N)C(=O)C(=O)Oc1cnc(Oc2nc3ccc(C4CC4)cc3c3ccccc23)c(Br)c1,0.24, 0.22208851145324504),17156,TRUE
O=CC(=O)[C@H](Cc1cccc(Cl)c1-c1cscn1)NCc1ccccc1-n1cc2c(c1)C(=O)C=CC2=O,0.24, 0.2500569003637086),17163,TRUE
CC(/C=C/C=O)N(CC=O)[C@H](C=O)CCCCN(C(=O)CCc1ccc(Cl)cc1)C(=O)c1cccs1,0.24, 0.18153583963633088),17170,TRUE
CC1(C)[C@H]2CN[C@H](C[C@H](Nc3ccc(/C=C/C=O)cc3)C(=O)C(=O)Oc3nc4ccccc4c4ccccc34)[C@H]21,0.24, 0.10048172403731302),17177,TRUE
[H]N(Cc1cscn1)[C@@H](C[C@H]1COC(=O)C1C)C(=O)C=O,0.24, 0.44962083245552004),17184,TRUE
CC(C)C[C@@H](N)C(=O)N[C@@H](Cc1cnc(CCC(C(=O)O)C2CC3CCCCC3CN2)s1)C(=O)C=O,0.24, 0.2279945695271986),17191,TRUE
CC(C)COC(=O)CC[C@H](NC(=O)C(=O)[C@@H](N)Cn1[nH]c(=O)c2ccccc2c1=O)C(=O)C(F)(F)F,0.24, 0.281641152517818),17198,TRUE
CC(/C=C/C=O)(NC(C=O)CC(C(=O)O)c1cc(=O)c2c(O)cc(O)cc2o1)N[C@H](C=O)CCCCN,0.24, 0.07855336995128254),17205,TRUE
CC(C)[C@@H](C=O)c1ncc(Br)cc1OC(N)(/C=C/C=O)Cc1cc(O)c2c(=O)ccoc2c1,0.24, 0.25092876976654604),17212,TRUE
C[C@@H](C=O)N[C@@H](Cc1cc(O)ccc1O)C(=O)C=O,0.24, 0.3627318936637202),17226,TRUE
Cc1c(O)cccc1C(C(=O)N(C(C)/C=C/C=O)C(c1ccc2[nH]c(C=O)cc2c1)[C@@H](O)[C@H](C)N)C(C)C,0.24, 0.22183897812177364),17233,TRUE
CC(C)COC(CN[C@@H](C)C(=O)C(=O)Nc1cc(Cl)cc(Cl)c1)[C@@H](C=O)NC(=O)CC(C)C,0.24, 0.26598772977427326),17240,TRUE
CC[C@H](N)C(=O)N(C(=O)[C@H](C)CC(=O)[C@@H](N)C(C)C)[C@@H](C)C(=O)C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.2082906279580479),17254,TRUE
[H]Oc1c(-c2ccc(Cl)c(Cl)c2C[C@H](N)C(=O)C=O)ccc2[nH]c(C=O)cc12,0.24, 0.43030973083148466),17261,TRUE
[H]N[C@@H](Cc1cc(-c2cc(B(O)O)cc([N+](=O)[O-])c2)ccc1-c1cc(O)c(O)c(O)c1)C(=O)C=O,0.24, 0.06715254357717892),17268,TRUE
NC(/C=C/C=O)Cc1ccc(Br)c(Oc2nc3ccccc3c3c(Cc4ccc5c(c4)OCO5)cccc23)c1,0.24, 0.12216290850312878),17275,TRUE
[H]C[C@H](N)C(=O)C(=O)N1C[C@H]2CC([H])C[C@H]2C1,0.24, 0.660346786701244),17282,TRUE
Cc1cc(O)ccc1-c1c(C([C@H](N)C(=O)C=O)N2CCNCC2)ccc2[nH]c(C=O)c(NC(C=O)CCC(=O)O)c12,0.24, 0.13040333898307588),17289,TRUE
CC(C)Oc1cc(N)c(-c2ccc(CC(=O)[C@H](CCC=O)NC(=O)C(=O)[C@H](C)N)cc2)c(-c2cccs2)c1,0.24, 0.17093016780696565),17303,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccc(-c3ccccc3Cl)cc2c2c(-c3ccc(Cl)cc3Cl)cccc12,0.24, 0.13936988173077175),17317,TRUE
CC1(C)[C@H]2CN(C(=O)/C=C/C(C)(N)N(c3ccc(C=O)o3)[C@H]3c4cc(Nc5ccc(C(=N)N)cc5)ccc4C[C@H]3O)C[C@H]21,0.24, 0.0833489748066544),17324,TRUE
C[C@H](N)C(=O)C(=O)Nc1ccc(Cl)cc1-c1cc(Cl)ccc1CN1C(=O)C(=O)c2cc(C#N)ccc21,0.24, 0.46924333262097345),17338,TRUE
CNC(C)(N)/C=C/C(=O)Oc1nc2c(C(=O)N(CCC(N)=O)NC(=O)[C@H](C)N)c(-c3ccccc3N)ccc2c2cc(CCCC(=O)O)ccc12,0.24, 0.024944904402941632),17345,TRUE
C[C@@H]1C[C@H]2CCCC[C@@H]2CN1C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)C=O,0.24, 0.44735764002916834),17352,TRUE
Cn1ccc(-c2cc(O)c3c(=O)c(O)c(CC(N)/C=C/C(=O)N[C@@H](CCC=O)C(=O)C(F)(F)F)oc3c2)n1,0.24, 0.22139938295901382),17359,TRUE
CCC(C)(C)NC(C)(/C=C/C(=O)N[C@H](C=O)C(CCC(N)=O)N[C@H](C=O)CC(N)=O)NC(=O)C(C)C,0.24, 0.07772907953176394),17366,TRUE
CCC[C@H](N)C(=O)C(=O)N(c1ccccc1Cl)[C@@H]1C[C@H]1C(C)(/C=C/C=O)N(Cc1oc(=O)oc1C)C(=O)[C@H](N)CO,0.24, 0.16486602111201348),17373,TRUE
C[C@H](NCC[C@H](NC(=O)CC[C@H](N)C=O)C(=O)O)C(=O)C(=O)N(C(=O)C[C@@H](C)N)C1CCCC1,0.24, 0.1395079588594672),17380,TRUE
C#CC(c1cc(B(O)O)cc([N+](=O)[O-])c1)[C@@H](C=O)NC(C)(N)/C=C/C(=O)Nc1cc(Cl)cc(Cl)c1,0.24, 0.0596241981654418),17387,TRUE
N[C@@H](Cc1c(C[C@@H](N)C(C=O)Oc2ccc(O)cc2)cc(C=O)o1)C(=O)C=O,0.24, 0.3535961859935564),17394,TRUE
CCCC1=C(O)OC(C(Cc2c(F)c(F)cc(C[C@H](N)C(=O)C=O)c2F)[C@H](N)C(=O)O)CC1=O,0.24, 0.20408602624480693),17401,TRUE
COc1ccc2c(OC(=O)/C=C/C(C)N)nc3c(N4C[C@H]5CC(c6ccccc6)CC[C@@H]5C[C@H]4C)cccc3c2c1,0.24, 0.15845750041915085),17408,TRUE
[H]N[C@@H](Cc1cc(N2C[C@H]3CC(c4cccc5ccccc45)C[C@H]3C2)c(Cl)cc1Cl)C(=O)C=O,0.24, 0.37766515570277553),17415,TRUE
C[C@H](N)C(=O)C(=O)N[C@@H](CC(C)(C)Oc1nc2ccccc2c2ccccc12)C(=O)N[C@@H](CCC=O)C(=O)CF,0.24, 0.15622696590008117),17422,TRUE
C=C[C@@H]1C[C@]1(N)c1cccc2nc(OC(=O)/C=C/C(C)(NCc3ccc(Cl)cc3)c3cccc4cc[nH]c34)c3ccccc3c12,0.24, 0.06646917139583271),17429,TRUE
CNC(/C=C/C=O)(Cc1ccc([SH](=O)=O)nc1-c1c(-c2ccoc(=O)c2)ccc(O)c1N[C@@H](CCC(=O)O)C(=O)C(F)(F)F)NCC=O,0.24, 0.03902985403777955),17436,TRUE
[H]Nc1c(Cl)cccc1CN[C@@H](C)C(=O)C=O,0.24, 0.46043923919181506),17443,TRUE
Cc1cc(O)ccc1-c1ccc2nc(OC(=O)C(=O)[C@H](C)N)c3ccc(OC(C)C)cc3c2c1,0.24, 0.24510965083395653),17450,TRUE
C[C@@H](CCC=O)NC(C)(N)/C=C/C(=O)N[C@H](C(=O)C(F)(F)F)C(CC(N)=O)Nc1ccc(-c2ccccc2)cc1,0.24, 0.12716531513726928),17457,TRUE
CC[C@@H](C=O)Nc1cc(-c2c(O)cc(NC)c(OC(C)(N)/C=C/C=O)c2-c2ccc3c(c2)nc(C)n3C)ccc1Cl,0.24, 0.09997814715215443),17464,TRUE
N[C@H](C(=O)C=O)C(Nc1ccccc1)c1sc2ccc(-c3ccc4[nH]c(C=O)cc4c3)cc2c1[C@H]1CN1,0.24, 0.12922532968270317),17471,TRUE
C[C@H](N)C(=O)C(=O)On1nnc2ccc(Cc3ccc4c(c3-c3cc(O)c5c(=O)ccoc5c3)OCO4)cc21,0.24, 0.24441116398238397),17478,TRUE
CC(C)c1cc(-c2ccccc2)cc(N)c1N(C(=O)C(=O)[C@H](C)N)C(=O)c1cc2ccccc2[nH]1,0.24, 0.281253454591475),17485,TRUE
[H]c1ccc(CC[C@H](N)C(=O)O)c2nnn(OC(=O)C(=O)[C@H](C)N)c12,0.24, 0.40950759396732),17492,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccccc2c2c(-c3ccn(C)n3)cccc12,0.24, 0.3347817716101378),17499,TRUE
Cc1cccc(OC(=O)/C=C/C(N)(Cc2oc3cc(O)c(Nc4ccccc4)c(O)c3c(=O)c2O)c2ccc(Br)cc2)c1,0.24, 0.05684995127405712),17506,TRUE
C[C@H]1O[C@@H](C[C@H](N)C(=O)C(=O)Oc2nc3ccccc3c3c(C[C@@H](N)CC=O)cccc23)[C@@H](O)[C@@H](O)[C@@H]1O,0.24, 0.10835286837747),17513,TRUE
[H]C(=O)C(=O)[C@@H](N)Cc1c(C)ccc(NS(=O)(=O)C2(C)CC2)c1C,0.24, 0.5744312699467178),17527,TRUE
C[C@H](N)C(=O)c1ncc(NC(C)(/C=C/C=O)N2C[C@H]3[C@@H](C2)C3(C)Cc2nnc3n2CC(c2ccc(Cl)cc2Cl)NC3)s1,0.24, 0.17235451901180543),17534,TRUE
C[C@@H](O)[C@@H](C=O)NC1(c2ccn(C)c2)Cn2c(nnc2C[C@H](N)C(=O)C(=O)Oc2nc3ccccc3c3ccccc23)CN1,0.24, 0.07773566179371283),17541,TRUE
CC(N)C(=O)NC(/C=C/C(=O)N1CCn2cnnc2C1)Cc1c(O)c(Cl)c(Oc2nc3ccccc3c3ccccc23)c(Cl)c1Cl,0.24, 0.11197520712389816),17548,TRUE
CC(C)CC(=O)N1CCN[C@H](C[C@H](N)C(=O)C=O)C1,0.24, 0.4920754976445053),17555,TRUE
[H]N(C(=O)C(=O)[C@H](C)N(CC)C(c1ccc(F)cc1)[C@@H](O)[C@H](C)N)[C@H](C=O)CCCC(N)=O,0.24, 0.23189882158626796),17562,TRUE
CC(C1C(=O)OC[C@@H]1C)[C@@H](C)[C@H](N)C(=O)N[C@@H](C=O)COC(=O)C(=O)[C@@H](N)Cc1ccc2[nH]ccc2c1,0.24, 0.1749926813366975),17569,TRUE
C[C@H](N)C(=O)C(=O)N[C@H](C(=O)Nc1cccc(C[C@H](N)C(=O)C=O)n1)C(CCC(N)=O)Oc1ccc(O)cc1,0.24, 0.11130835570508002),17576,TRUE
Cc1ccc(C(N)(/C=C/C(=O)Oc2nc3ccccc3c3ccccc23)Cn2nncc2N2C[C@H]3[C@@H](C2)C3(C)C)cc1N[C@H](C=O)CO,0.24, 0.08186739135475682),17590,TRUE
CNC(C)(N)/C=C/C(=O)Nc1cc(Cl)cc(Cl)c1NS(=O)(=O)C1(C)CC1CCCC(=O)O,0.24, 0.2280375062031161),17597,TRUE
[H]C(c1ccc([H])c([H])c1[N+](=O)[O-])[C@H](N)C(=O)C=O,0.24, 0.33221695000120416),17604,TRUE
CC(N)(/C=C/C=O)[C@@H]1C[C@@H]2CC(Oc3nc4ccccc4c4ccccc34)CC[C@@H]2CN1C(=O)c1cc2c(O)cccc2[nH]1,0.24, 0.12474197285016664),17611,TRUE
CC(/C=C/C=O)N(C(=O)/C=C/c1ccccc1)C(=O)c1[nH]c2ccc(Cl)cc2c1Nc1cccc([C@@H]2C[C@H]3CCCC[C@@H]3CN2)c1,0.24, 0.12735222928785664),17618,TRUE
[H]Nc1c(O)ccc(OC(=O)C(=O)[C@H](CC2CCCC2)NC)c1C(F)F,0.24, 0.22815273631537927),17625,TRUE
CC[C@H](C)c1cccc2c(OC3CCC3CC(/C=C/C=O)NCc3ccccc3)nc3cccc(N[C@@H](CCC(=O)O)C(=O)C(F)(F)F)c3c12,0.24, 0.0578108868036587),17632,TRUE
CC(N)(/C=C/C=O)c1cc(=O)c2c(O)c(-c3c(C(=O)O)ccnc3-c3cccc(/C=C/C=O)c3)c(O)cc2o1,0.24, 0.1947935057689017),17639,TRUE
N#Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1C(NC(/C=C/C=O)Cc1ccc2[nH]cnc2c1)c1c[nH]c2ccccc12,0.24, 0.1044806408775938),17646,TRUE
CCCC1=C(O)OC(C[C@H](N)C(=O)C(=O)Oc2nc3ccccc3c3ccccc23)(C(C2CC2)[C@H](N)C(=O)C=O)CC1=O,0.24, 0.1222196573096401),17653,TRUE
N[C@H](C(=O)C=O)C(c1ccccc1/C=C/C=O)c1ccc(F)cc1OCC=O,0.24, 0.3814616754556674),17660,TRUE
CC(C)(C)[C@H](Nc1coc(C(=O)N2C[C@@H]2C[C@H](N)C(=O)C=O)c1)C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.10624297831340931),17667,TRUE
CN(C)C(=O)/C=C/C(C[C@@H]1C[C@H]2CC(c3ccc4c(c3)OCO4)CC[C@@H]2CN1)NC(=O)c1ccc2ccccc2n1,0.24, 0.4130480373869739),17674,TRUE
CC(=O)[C@H](C)NC(Oc1nc2ccccc2c2ccccc12)(C1CC1)[C@H](NC(=O)CC[C@H](C)N)C(=O)C=O,0.24, 0.1357969628175692),17681,TRUE
CC(C)OC(C=O)NC(C)(/C=C/C=O)OC(C)(C)Cc1cc(-c2ccc(S(N)(=O)=O)nc2)cc(=O)o1,0.24, 0.22474835812932095),17688,TRUE
CC(N)(/C=C/C=O)Oc1nc2ccccc2c2cc(-c3cccc4cc[nH]c34)c(-c3nc(S)[nH]c(=O)c3C#N)cc12,0.24, 0.05439122058218362),17695,TRUE
[H]C(F)(F)C(=O)c1oc(C[C@H](N)C(=O)C=O)cc1-c1ccc([H])cc1[N+](=O)[O-],0.24, 0.24799530194180366),17702,TRUE
CC(=O)C(=O)C(Nc1cnc(C(=O)[C@H](C)NC(=O)/C=C/C(C)(N)Oc2nc3ccccc3c3ccccc23)s1)[C@@H](C)O,0.24, 0.063180959743265),17709,TRUE
CC(/C=C/C(=O)N[C@H](C=O)CCCCN)(NCc1cccc(C#N)c1)Oc1nc2ccccc2c2ccccc12,0.24, 0.07547053559917688),17723,TRUE
CC(=O)n1ccc2cc(-c3ncc(Cn4nccc4CC(N)/C=C/C(=O)N[C@@H](C)C(=O)C=O)s3)ccc21,0.24, 0.18642440731006835),17737,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccccc2c2c(-c3cccc(Nc4ccc(N)cc4)c3)cccc12,0.24, 0.13325057760908426),17744,TRUE
NC(/C=C/C=O)Cc1oc2cc(O)c(-c3ccc(O)c(O)c3-c3cccc4[nH]c(C=O)cc34)c(O)c2c(=O)c1O,0.24, 0.09031748306283603),17751,TRUE
[H]C(=O)C(=O)[C@@H](N)Cc1sc(SC)c([H])c1C,0.24, 0.4824715475157693),17758,TRUE
Nc1cc(-c2c(O)c(Cl)cc(Cl)c2Cl)c(-c2cccs2)c2c1nc(OC(=O)C(=O)[C@@H](N)Cc1ccno1)c1ccccc12,0.24, 0.05396380942603851),17765,TRUE
CC[C@@H](C)[C@H](Nc1cccc2c1nc(OC(=O)/C=C/C(C)N)c1ccccc12)C(=O)N[C@@H](CCC=O)C(=O)CF,0.24, 0.11830561236260519),17772,TRUE
[H]NC(c1c([H])c(-c2c(F)cc(F)cc2F)c(O)c(Cl)c1Cl)[C@H](N)C(=O)C=O,0.24, 0.5222438999637498),17779,TRUE
[H]c1c(C([C@H](N)C(=O)C=O)[C@H]2NC[C@@H]3CCC[C@H]23)cc(N[C@H](C=O)[C@@H](C)O)cc1[N+](=O)[O-],0.24, 0.17844430134414024),17786,TRUE
Cc1c(O)cccc1C1OCC[C@@H]1OC(=O)C(=O)[C@@H](N)C[C@@H]1CC2CCCCC2CN1,0.24, 0.469704655048338),17793,TRUE
CCOC(=O)/C=C/C(C)(N)C1CCC(c2cc(CO)c(Cl)c(Oc3nc4ccccc4c4ccccc34)c2)C1,0.24, 0.14016558995436887),17800,TRUE
[H]N(C(=O)/C=C/c1ccc([N+](=O)[O-])cc1)c1c(C(=O)NCCCC[C@@H](C=O)NC(=O)C(=O)[C@H](C)N)[nH]c2ccc(F)cc12,0.24, 0.04764512264532798),17807,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccccc2c2c(-c3cc4nc[nH]c4cc3-c3ccc(Cl)cc3Cl)cccc12,0.24, 0.13873113163973172),17814,TRUE
Cc1cc(Nc2cc(Cl)cc(Cl)c2)cc2c(OC(=O)C(=O)[C@H](C)N)ccnc12,0.24, 0.47083954892895596),17821,TRUE
[H]c1ccc2nc(OC(=O)[C@@H](NC(=O)C(=O)[C@H](C)N)C(C#C)[C@@H]3CCCN3)c3ccccc3c2c1,0.24, 0.2130724583559023),17828,TRUE
CCCC1=C(O)OC(c2cnnn2CC(/C=C/C=O)(NC)N(CC=O)C(=O)c2ccc(Cl)o2)CC1=O,0.24, 0.2416136557566629),17835,TRUE
C[C@H]1O[C@H](C(C)(N)/C=C/C=O)C[C@H]2CC(N[C@@H](CCC(N)=O)C(=O)C(F)(F)F)(c3ccc(Cl)cc3Cl)CC[C@@H]21,0.24, 0.26942596450263695),17849,TRUE
CC(/C=C/C=O)NC(=O)C(c1ccc(Cl)cc1Cl)C(C)Cc1ccc2c(c1-c1cnc(C(=O)[C@H](C)N)s1)OCO2,0.24, 0.16663264281065954),17856,TRUE
C[C@H](N)C(=O)C(=O)N(C(=O)/C=C/c1ccc([N+](=O)[O-])cc1)[C@@H](CCC=O)C(=O)CN1CCCNC1=O,0.24, 0.13248887659464229),17863,TRUE
CNc1cccc2c1nc(C(C)(/C=C/C=O)NCc1ccccc1CC=O)c1cc(C[C@H](N)C(=O)C=O)ccc12,0.24, 0.10230810226772943),17870,TRUE
C[C@H](NCc1cn(C)cc1Oc1nc2c(NC(C)(C)C)cccc2c2cc(CN3C(=O)C(=O)c4cc(C#N)ccc43)ccc12)C(=O)C=O,0.24, 0.11328917670980876),17877,TRUE
Cc1cccc(C)c1CC(OCC(C)C)[C@@H](C=O)N(C(=O)/C=C/c1ccc(Cl)cc1F)c1sc(CC(N)/C=C/C=O)nc1C,0.24, 0.15286188321514102),17884,TRUE
CNc1ccc(C(O)[C@@H](C=O)N(CCC(=O)O)C(C)(/C=C/C=O)NC(=O)C(Cl)=C(Cl)Cl)cc1,0.24, 0.1769867589516232),17891,TRUE
[H]N[C@@H](CC1([H])C(=O)OC[C@@H]1[H])C(=O)C=O,0.24, 0.34588061532193143),17905,TRUE
CC(C)C[C@H](NC(CCC(=O)O)c1ccc2nc(Oc3cc4cc(C[C@H](N)C(=O)C=O)ccc4[nH]3)c3ccccc3c2c1)B(O)O,0.24, 0.04260190444402553),17912,TRUE
NC(/C=C/C=O)(c1cc(F)c(F)cc1F)C(N[C@H](C=O)CC(C=O)n1cc2c(c1)C(=O)C=CC2=O)c1ccc(/C=C/C=O)cc1,0.24, 0.15835106557893766),17919,TRUE
C[C@H](NC1CC2CCC(Sc3ncccn3)CC2(c2ccc(O)c(O)c2NC=O)CN1)C(=O)C=O,0.24, 0.14910991444110364),17926,TRUE
[H]Oc1ccc([H])c2c1nc(CC[C@H](NC(=O)C(=O)[C@H](C)N)C(=O)O)c1ccccc12,0.24, 0.35068873817148133),17933,TRUE
CC(N)(/C=C/C=O)c1cc(Oc2nc3ccccc3c3cccc(Nc4ccc(C(=N)N)cc4)c23)ccc1[N+](=O)[O-],0.24, 0.032929631092645975),17940,TRUE
CC(C)(C)Nc1c(O)ccc(OC(=O)C(=O)[C@@H](N)Cc2c(F)cc(F)cc2F)c1-c1c(O)c(Cl)cc(Cl)c1Cl,0.24, 0.0808643218864289),17947,TRUE
Cc1ccc(-c2ccc(O)c(C)c2C(C)(N)/C=C/C=O)cc1-c1cc(C#N)ccc1Nc1ccc(-c2ccccc2)cc1,0.24, 0.12973740409768514),17954,TRUE
[H]C(=O)[C@H](CC)NC(=O)C(=O)[C@H](C)NC(=O)[C@@H](N)CC(C)C,0.24, 0.39263175567756353),17961,TRUE
[H]C(=O)C(=O)[C@@H](N)C([H])c1ccc(S(=O)(=O)NC([H])Oc2c(C)cccc2C)nc1,0.24, 0.3647369431263588),17968,TRUE
N[C@H](C(=O)C=O)C(c1cccnc1)c1cccs1,0.24, 0.6506539157155345),17975,TRUE
NC(=O)C[C@@H](C=O)Nc1ccccc1C(C1CCCCC1)[C@H](N)C(=O)C(=O)Nc1ccccc1Cl,0.24, 0.2758313737550769),17982,TRUE
Cc1nc(CC(N)/C=C/C(=O)N[C@@H](C)C(=O)NN(C=O)CCC(N)=O)c(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)s1,0.24, 0.0728722389806468),17996,TRUE
N[C@@H](CC1CC1)C(=O)C=O,0.24, 0.43836800857664027),18003,TRUE
N[C@H](C(=O)C(=O)Oc1cnccc1N[C@H](C=O)CO)C(Nc1ccccc1)c1ccc(F)cc1,0.24, 0.18902296547733416),18010,TRUE
CC(c1cc2ccc(-c3cc(B(O)O)cc([N+](=O)[O-])c3)c(C(C3CC3)[C@H](N)C(=O)C=O)c2[nH]1)c1ccccc1F,0.24, 0.07851896921698169),18031,TRUE
C[C@@H](C=O)NC1CCCC(NC(=O)C(=O)[C@H](C)N)C1CS(=O)C1=[SH]c2ncccc2N1,0.24, 0.15453136730314915),18038,TRUE
CC(C)NC(/C=C/C=O)Cc1cc(-c2ccno2)ccc1-c1nc2cn(C)cc(Oc3cccnc3)c-2n1,0.24, 0.20522053289053624),18045,TRUE
N[C@@H](Cc1cc(=O)c2c(O)cc(O)cc2o1)C(=O)C(=O)N(c1ccc(Cl)cc1)[C@H]1c2ccccc2C[C@H]1O,0.24, 0.2751883610522913),18052,TRUE
CCC(=O)Nc1ccc(C(C)(N)/C=C/C(=O)N2CCNCC2)c(-c2nc(C)sc2-c2ccc(/C=C/C=O)cc2)c1,0.24, 0.26333093589885315),18059,TRUE
CCCNC(C)CCN(C(=O)c1[nH]c2ccc(F)cc2c1OC(C)C)C(C)/C=C/C(=O)N[C@@H](C)C(C)=O,0.24, 0.3240109367203148),18066,TRUE
CC(N)(/C=C/C=O)NC(NC(=O)Oc1nc2ccccc2c2ccccc12)(C1CCCC1)n1[nH]c(=O)c2ccccc2c1=O,0.24, 0.0910024497904865),18073,TRUE
C[C@H](N)C(=O)C(=O)OCC(=O)Oc1cccc(C(C)(C)C)c1,0.24, 0.500958877576867),18080,TRUE
C[C@@H](C=O)Nc1coc(/C=C(/C=O)NC(c2cc(O)ccc2-c2ccccc2)[C@H](N)C(=O)C=O)c1,0.24, 0.17591207159558617),18087,TRUE
CC1(S(=O)(=O)N(C(=O)/C=C/C(N)(Cc2ccccc2)c2nc3cc[nH]cc-3n2)c2cccc(C#N)c2)CC1,0.24, 0.3332628315660695),18094,TRUE
Cc1csc(N(CC=O)C(=O)CCC[C@@H](C=O)N(C(=O)C(=O)[C@@H](N)Cc2cccs2)c2ccc(O)c(Cl)c2Cl)n1,0.24, 0.2018843148452802),18108,TRUE
CC(N)(/C=C/C(=O)Oc1cccnc1)Oc1nc2ccccc2c2c(C[C@H](N)C(=O)C(F)(F)F)cccc12,0.24, 0.15312429266858657),18115,TRUE
CNC(=O)CC[C@H](C)NC(C)(N)/C=C/C(=O)Nc1c(Cl)cc([N+](=O)[O-])cc1C[C@H](N)C(=O)NN(C=O)CCC(N)=O,0.24, 0.03845249967577762),18122,TRUE
Cc1ccccc1C[C@H](N)C(=O)C=O,0.24, 0.5606732915779042),18129,TRUE
CC(N)(/C=C/C(=O)Nc1ccccc1Cl)c1cc2ccc(-c3nc(S)[nH]c(=O)c3C#N)cc2s1,0.24, 0.17473305323115002),18143,TRUE
[H]C(=O)C(=O)[C@H](C)NCc1ccc(Cl)c([H])c1,0.24, 0.6115630289945464),18150,TRUE
CSc1cc(C)c(C(NCC=O)[C@H](NCc2ccccc2)C(=O)C(N)=O)s1,0.24, 0.2994744011742731),18157,TRUE
[H]NC(C)(Nc1ccc(Cl)cc1NC(C)C=O)[C@H](N)C(=O)N[C@@H](C)C(=O)C=O,0.24, 0.21001775094641978),18164,TRUE
[H]OC(C)C[C@@H](C(=O)C=O)N(c1cccc2[nH]c(C=O)cc12)C(C)(N)/C=C/C=O,0.24, 0.24146908931555014),18171,TRUE
Cc1ccc(-c2ccc(Cl)c(Nc3nc4ccccc4[nH]3)c2Cl)c(C)c1-c1cc(O)ccc1OC(=O)C(=O)[C@H](C)N,0.24, 0.09058173422590057),18178,TRUE
[H]N[C@@H](C)C(=O)C(=O)Oc1ccc(O)cc1NC(C)(C)CC,0.24, 0.4200221418421247),18185,TRUE
C[C@H](N)[C@@H](O)[C@H](O)[C@H](C)NC(N)(/C=C/C=O)C(c1c[nH]c2cccc(-c3cc4ccccc4s3)c12)n1ccnn1,0.24, 0.08155265987706652),18192,TRUE
